species_key,species,model_file_count,model_paths,source_labels,has_top_level_model,has_nested_model,nested_contexts,has_ensemble_mean,has_tss_clipped,prediction_statuses
phoca vitulina,Phoca vitulina,1,hosts/Phoca_vitulina/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Phoca_vitulina,TRUE,TRUE,completed
phocarctos hookeri,Phocarctos hookeri,1,hosts/Phocarctos_hookeri/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Phocarctos_hookeri,TRUE,TRUE,completed
phocoena spinipinnis,Phocoena spinipinnis,1,hosts/Phocoena_spinipinnis/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Phocoena_spinipinnis,TRUE,TRUE,completed
phocoenoides dalli,Phocoenoides dalli,1,hosts/Phocoenoides_dalli/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Phocoenoides_dalli,TRUE,TRUE,completed
phyllostomus hastatus,Phyllostomus hastatus,1,hosts/Phyllostomus_hastatus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Phyllostomus_hastatus,TRUE,TRUE,completed
physignathus cocincinus,Physignathus cocincinus,1,hosts/Physignathus_cocincinus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Physignathus_cocincinus,TRUE,TRUE,completed
piliocolobus badius,Piliocolobus badius,1,hosts/Piliocolobus_badius/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Piliocolobus_badius,TRUE,TRUE,completed
pipistrellus coromandra,Pipistrellus coromandra,1,hosts/Pipistrellus_coromandra/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pipistrellus_coromandra,TRUE,TRUE,completed
pipistrellus kuhlii,Pipistrellus kuhlii,1,hosts/Pipistrellus_kuhlii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pipistrellus_kuhlii,TRUE,TRUE,completed
pipistrellus nathusii,Pipistrellus nathusii,1,hosts/Pipistrellus_nathusii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pipistrellus_nathusii,TRUE,TRUE,completed
pipistrellus pipistrellus,Pipistrellus pipistrellus,1,hosts/Pipistrellus_pipistrellus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pipistrellus_pipistrellus,TRUE,TRUE,completed
platyrrhinus helleri,Platyrrhinus helleri,1,hosts/Platyrrhinus_helleri/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Platyrrhinus_helleri,TRUE,TRUE,completed
plecotus auritus,Plecotus auritus,1,hosts/Plecotus_auritus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Plecotus_auritus,TRUE,TRUE,completed
pogona vitticeps,Pogona vitticeps,1,hosts/Pogona_vitticeps/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pogona_vitticeps,TRUE,TRUE,completed
pongo abelii,Pongo abelii,1,hosts/Pongo_abelii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pongo_abelii,TRUE,TRUE,completed
pongo pygmaeus,Pongo pygmaeus,1,hosts/Pongo_pygmaeus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pongo_pygmaeus,TRUE,TRUE,completed
potos flavus,Potos flavus,1,hosts/Potos_flavus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Potos_flavus,TRUE,TRUE,completed
praomys daltoni,Praomys daltoni,1,hosts/Praomys_daltoni/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Praomys_daltoni,TRUE,TRUE,completed
praomys rostratus,Praomys rostratus,1,hosts/Praomys_rostratus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Praomys_rostratus,TRUE,TRUE,completed
prionailurus bengalensis,Prionailurus bengalensis,1,hosts/Prionailurus_bengalensis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Prionailurus_bengalensis,TRUE,TRUE,completed
procyon lotor,Procyon lotor,1,hosts/Procyon_lotor/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Procyon_lotor,TRUE,TRUE,completed
propithecus coquereli,Propithecus coquereli,1,hosts/Propithecus_coquereli/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Propithecus_coquereli,TRUE,TRUE,completed
propithecus verreauxi,Propithecus verreauxi,1,hosts/Propithecus_verreauxi/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Propithecus_verreauxi,TRUE,TRUE,completed
pseudechis porphyriacus,Pseudechis porphyriacus,1,hosts/Pseudechis_porphyriacus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pseudechis_porphyriacus,TRUE,TRUE,completed
pseudois nayaur,Pseudois nayaur,1,hosts/Pseudois_nayaur/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pseudois_nayaur,TRUE,TRUE,completed
pseudonaja textilis,Pseudonaja textilis,1,hosts/Pseudonaja_textilis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pseudonaja_textilis,TRUE,TRUE,completed
psorophora ferox,Psorophora ferox,1,vectors/Psorophora_ferox/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Psorophora_ferox,TRUE,TRUE,completed
pteropus alecto,Pteropus alecto,1,hosts/Pteropus_alecto/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pteropus_alecto,TRUE,TRUE,completed
pteropus conspicillatus,Pteropus conspicillatus,1,hosts/Pteropus_conspicillatus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Pteropus_conspicillatus,TRUE,TRUE,completed
pteropus lylei,Pteropus lylei,1,hosts/Pteropus_lylei/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pteropus_lylei,TRUE,TRUE,completed
pteropus medius,Pteropus medius,1,hosts/Pteropus_medius/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pteropus_medius,TRUE,TRUE,completed
pteropus poliocephalus,Pteropus poliocephalus,1,hosts/Pteropus_poliocephalus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Pteropus_poliocephalus,TRUE,TRUE,completed
pteropus scapulatus,Pteropus scapulatus,1,hosts/Pteropus_scapulatus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Pteropus_scapulatus,TRUE,TRUE,completed
pteropus vampyrus,Pteropus vampyrus,1,hosts/Pteropus_vampyrus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pteropus_vampyrus,TRUE,TRUE,completed
puma concolor,Puma concolor,1,hosts/Puma_concolor/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Puma_concolor,TRUE,TRUE,completed
pusa hispida,Pusa hispida,1,hosts/Pusa_hispida/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Pusa_hispida,TRUE,TRUE,completed
pusa sibirica,Pusa sibirica,1,hosts/Pusa_sibirica/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Pusa_sibirica,TRUE,TRUE,completed
pyrrhocorax graculus,Pyrrhocorax graculus,1,hosts/Pyrrhocorax_graculus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Pyrrhocorax_graculus,TRUE,TRUE,completed
rangifer tarandus,Rangifer tarandus,1,hosts/Rangifer_tarandus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rangifer_tarandus,TRUE,TRUE,completed
rattus exulans,Rattus exulans,1,hosts/Rattus_exulans/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Rattus_exulans,TRUE,TRUE,completed
rattus losea,Rattus losea,1,hosts/Rattus_losea/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rattus_losea,TRUE,TRUE,completed
rattus norvegicus,Rattus norvegicus,1,hosts/Rattus_norvegicus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rattus_norvegicus,TRUE,TRUE,completed
rattus rattus,Rattus rattus,1,hosts/Rattus_rattus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rattus_rattus,TRUE,TRUE,completed
rattus tanezumi,Rattus tanezumi,1,hosts/Rattus_tanezumi/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rattus_tanezumi,TRUE,TRUE,completed
redunca arundinum,Redunca arundinum,1,hosts/Redunca_arundinum/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Redunca_arundinum,TRUE,TRUE,completed
redunca fulvorufula,Redunca fulvorufula,1,hosts/Redunca_fulvorufula/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Redunca_fulvorufula,TRUE,TRUE,completed
reithrodontomys fulvescens,Reithrodontomys fulvescens,1,hosts/Reithrodontomys_fulvescens/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Reithrodontomys_fulvescens,TRUE,TRUE,completed
reithrodontomys megalotis,Reithrodontomys megalotis,1,hosts/Reithrodontomys_megalotis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Reithrodontomys_megalotis,TRUE,TRUE,completed
rhabdomys pumilio,Rhabdomys pumilio,1,hosts/Rhabdomys_pumilio/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Rhabdomys_pumilio,TRUE,TRUE,completed
rhabdophis tigrinus,Rhabdophis tigrinus,1,hosts/Rhabdophis_tigrinus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhabdophis_tigrinus,TRUE,TRUE,completed
rhinoceros unicornis,Rhinoceros unicornis,1,hosts/Rhinoceros_unicornis/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Rhinoceros_unicornis,TRUE,TRUE,completed
rhinolophus affinis,Rhinolophus affinis,1,hosts/Rhinolophus_affinis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_affinis,TRUE,TRUE,completed
rhinolophus blasii,Rhinolophus blasii,1,hosts/Rhinolophus_blasii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_blasii,TRUE,TRUE,completed
rhinolophus cornutus,Rhinolophus cornutus,1,hosts/Rhinolophus_cornutus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_cornutus,TRUE,TRUE,completed
rhinolophus euryale,Rhinolophus euryale,1,hosts/Rhinolophus_euryale/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_euryale,TRUE,TRUE,completed
rhinolophus ferrumequinum,Rhinolophus ferrumequinum,1,hosts/Rhinolophus_ferrumequinum/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_ferrumequinum,TRUE,TRUE,completed
rhinolophus hipposideros,Rhinolophus hipposideros,1,hosts/Rhinolophus_hipposideros/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_hipposideros,TRUE,TRUE,completed
rhinolophus macrotis,Rhinolophus macrotis,1,hosts/Rhinolophus_macrotis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_macrotis,TRUE,TRUE,completed
rhinolophus mehelyi,Rhinolophus mehelyi,1,hosts/Rhinolophus_mehelyi/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_mehelyi,TRUE,TRUE,completed
rhinolophus pearsonii,Rhinolophus pearsonii,1,hosts/Rhinolophus_pearsonii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_pearsonii,TRUE,TRUE,completed
rhinolophus pusillus,Rhinolophus pusillus,1,hosts/Rhinolophus_pusillus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhinolophus_pusillus,TRUE,TRUE,completed
rhipicephalus boophilus annulatus,Rhipicephalus boophilus annulatus,1,vectors/Rhipicephalus_boophilus_annulatus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Rhipicephalus_boophilus_annulatus,TRUE,TRUE,completed
rhipicephalus boophilus decoloratus,Rhipicephalus boophilus decoloratus,1,vectors/Rhipicephalus_boophilus_decoloratus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Rhipicephalus_boophilus_decoloratus,TRUE,TRUE,completed
rhipicephalus microplus,Rhipicephalus microplus,1,vectors/Rhipicephalus_microplus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Rhipicephalus_microplus,TRUE,TRUE,completed
rhipicephalus sanguineus,Rhipicephalus sanguineus,1,vectors/Rhipicephalus_sanguineus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Rhipicephalus_sanguineus,TRUE,TRUE,completed
rhipicephalus spp,Rhipicephalus spp,1,vectors/Rhipicephalus_spp/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Rhipicephalus_spp,TRUE,TRUE,completed
rhombomys opimus,Rhombomys opimus,1,hosts/Rhombomys_opimus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rhombomys_opimus,TRUE,TRUE,completed
rousettus aegyptiacus,Rousettus aegyptiacus,1,hosts/Rousettus_aegyptiacus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rousettus_aegyptiacus,TRUE,TRUE,completed
rousettus leschenaultii,Rousettus leschenaultii,1,hosts/Rousettus_leschenaultii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rousettus_leschenaultii,TRUE,TRUE,completed
rucervus duvaucelii,Rucervus duvaucelii,1,hosts/Rucervus_duvaucelii/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Rucervus_duvaucelii,TRUE,TRUE,completed
rupicapra rupicapra,Rupicapra rupicapra,1,hosts/Rupicapra_rupicapra/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Rupicapra_rupicapra,TRUE,TRUE,completed
saguinus midas,Saguinus midas,1,hosts/Saguinus_midas/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Saguinus_midas,TRUE,TRUE,completed
saimiri oerstedii,Saimiri oerstedii,1,hosts/Saimiri_oerstedii/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Saimiri_oerstedii,TRUE,TRUE,completed
saimiri sciureus,Saimiri sciureus,1,hosts/Saimiri_sciureus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Saimiri_sciureus,TRUE,TRUE,completed
sapajus apella,Sapajus apella,1,hosts/Sapajus_apella/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sapajus_apella,TRUE,TRUE,completed
sapajus libidinosus,Sapajus libidinosus,1,hosts/Sapajus_libidinosus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sapajus_libidinosus,TRUE,TRUE,completed
sapajus nigritus,Sapajus nigritus,1,hosts/Sapajus_nigritus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sapajus_nigritus,TRUE,TRUE,completed
sarkidiornis sylvicola,Sarkidiornis sylvicola,1,hosts/Sarkidiornis_sylvicola/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sarkidiornis_sylvicola,TRUE,TRUE,completed
sciurotamias davidianus,Sciurotamias davidianus,1,hosts/Sciurotamias_davidianus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sciurotamias_davidianus,TRUE,TRUE,completed
sciurus carolinensis,Sciurus carolinensis,1,hosts/Sciurus_carolinensis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sciurus_carolinensis,TRUE,TRUE,completed
sciurus niger,Sciurus niger,1,hosts/Sciurus_niger/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sciurus_niger,TRUE,TRUE,completed
sciurus vulgaris,Sciurus vulgaris,1,hosts/Sciurus_vulgaris/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Sciurus_vulgaris,TRUE,TRUE,completed
scotophilus kuhlii,Scotophilus kuhlii,1,hosts/Scotophilus_kuhlii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Scotophilus_kuhlii,TRUE,TRUE,completed
semnopithecus entellus,Semnopithecus entellus,1,hosts/Semnopithecus_entellus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Semnopithecus_entellus,TRUE,TRUE,completed
sigmodon hispidus,Sigmodon hispidus,1,hosts/Sigmodon_hispidus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sigmodon_hispidus,TRUE,TRUE,completed
sorex araneus,Sorex araneus,1,hosts/Sorex_araneus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sorex_araneus,TRUE,TRUE,completed
speothos venaticus,Speothos venaticus,1,hosts/Speothos_venaticus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Speothos_venaticus,TRUE,TRUE,completed
spermophilus alashanicus,Spermophilus alashanicus,1,hosts/Spermophilus_alashanicus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Spermophilus_alashanicus,TRUE,TRUE,completed
spermophilus citellus,Spermophilus citellus,1,hosts/Spermophilus_citellus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Spermophilus_citellus,TRUE,TRUE,completed
sterna hirundinacea,Sterna hirundinacea,1,hosts/Sterna_hirundinacea/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sterna_hirundinacea,TRUE,TRUE,completed
strix nebulosa,Strix nebulosa,1,hosts/Strix_nebulosa/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Strix_nebulosa,TRUE,TRUE,completed
strix uralensis,Strix uralensis,1,hosts/Strix_uralensis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Strix_uralensis,TRUE,TRUE,completed
struthio camelus,Struthio camelus,1,hosts/Struthio_camelus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Struthio_camelus,TRUE,TRUE,completed
sturnira parvidens,Sturnira parvidens,1,hosts/Sturnira_parvidens/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sturnira_parvidens,TRUE,TRUE,completed
submyotodon latirostris,Submyotodon latirostris,1,hosts/Submyotodon_latirostris/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Submyotodon_latirostris,TRUE,TRUE,completed
suncus murinus,Suncus murinus,1,hosts/Suncus_murinus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Suncus_murinus,TRUE,TRUE,completed
suricata suricatta,Suricata suricatta,1,hosts/Suricata_suricatta/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Suricata_suricatta,TRUE,TRUE,completed
sus scrofa,Sus scrofa,1,hosts/Sus_scrofa/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sus_scrofa,TRUE,TRUE,completed
sylvicapra grimmia,Sylvicapra grimmia,1,hosts/Sylvicapra_grimmia/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Sylvicapra_grimmia,TRUE,TRUE,completed
sylvilagus floridanus,Sylvilagus floridanus,1,hosts/Sylvilagus_floridanus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Sylvilagus_floridanus,TRUE,TRUE,completed
syncerus caffer,Syncerus caffer,1,hosts/Syncerus_caffer/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Syncerus_caffer,TRUE,TRUE,completed
tadarida brasiliensis,Tadarida brasiliensis,1,hosts/Tadarida_brasiliensis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Tadarida_brasiliensis,TRUE,TRUE,completed
tadarida teniotis,Tadarida teniotis,1,hosts/Tadarida_teniotis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Tadarida_teniotis,TRUE,TRUE,completed
takydromus wolteri,Takydromus wolteri,1,hosts/Takydromus_wolteri/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Takydromus_wolteri,TRUE,TRUE,completed
tamandua tetradactyla,Tamandua tetradactyla,1,hosts/Tamandua_tetradactyla/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tamandua_tetradactyla,TRUE,TRUE,completed
tamias amoenus,Tamias amoenus,1,hosts/Tamias_amoenus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tamias_amoenus,TRUE,TRUE,completed
tamias minimus,Tamias minimus,1,hosts/Tamias_minimus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tamias_minimus,TRUE,TRUE,completed
tamias sibiricus,Tamias sibiricus,1,hosts/Tamias_sibiricus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tamias_sibiricus,TRUE,TRUE,completed
tamias striatus,Tamias striatus,1,hosts/Tamias_striatus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tamias_striatus,TRUE,TRUE,completed
tamiasciurus hudsonicus,Tamiasciurus hudsonicus,1,hosts/Tamiasciurus_hudsonicus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tamiasciurus_hudsonicus,TRUE,TRUE,completed
taphozous melanopogon,Taphozous melanopogon,1,hosts/Taphozous_melanopogon/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Taphozous_melanopogon,TRUE,TRUE,completed
tatera indica,Tatera indica,1,hosts/Tatera_indica/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tatera_indica,TRUE,TRUE,completed
taxidea taxus,Taxidea taxus,1,hosts/Taxidea_taxus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Taxidea_taxus,TRUE,TRUE,completed
tiliqua nigrolutea,Tiliqua nigrolutea,1,hosts/Tiliqua_nigrolutea/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Tiliqua_nigrolutea,TRUE,TRUE,completed
tiliqua rugosa,Tiliqua rugosa,1,hosts/Tiliqua_rugosa/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Tiliqua_rugosa,TRUE,TRUE,completed
tiliqua scincoides,Tiliqua scincoides,1,hosts/Tiliqua_scincoides/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Tiliqua_scincoides,TRUE,TRUE,completed
trachypithecus cristatus,Trachypithecus cristatus,1,hosts/Trachypithecus_cristatus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Trachypithecus_cristatus,TRUE,TRUE,completed
trachypithecus obscurus,Trachypithecus obscurus,1,hosts/Trachypithecus_obscurus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Trachypithecus_obscurus,TRUE,TRUE,completed
tragelaphus angasii,Tragelaphus angasii,1,hosts/Tragelaphus_angasii/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tragelaphus_angasii,TRUE,TRUE,completed
tragelaphus oryx,Tragelaphus oryx,1,hosts/Tragelaphus_oryx/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tragelaphus_oryx,TRUE,TRUE,completed
tragelaphus strepsiceros,Tragelaphus strepsiceros,1,hosts/Tragelaphus_strepsiceros/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tragelaphus_strepsiceros,TRUE,TRUE,completed
trioceros ellioti,Trioceros ellioti,1,hosts/Trioceros_ellioti/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Trioceros_ellioti,TRUE,TRUE,completed
tupaia glis,Tupaia glis,1,hosts/Tupaia_glis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Tupaia_glis,TRUE,TRUE,completed
tursiops truncatus,Tursiops truncatus,1,hosts/Tursiops_truncatus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Tursiops_truncatus,TRUE,TRUE,completed
urocitellus parryii,Urocitellus parryii,1,hosts/Urocitellus_parryii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Urocitellus_parryii,TRUE,TRUE,completed
urocitellus undulatus,Urocitellus undulatus,1,hosts/Urocitellus_undulatus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Urocitellus_undulatus,TRUE,TRUE,completed
urocyon cinereoargenteus,Urocyon cinereoargenteus,1,hosts/Urocyon_cinereoargenteus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Urocyon_cinereoargenteus,TRUE,TRUE,completed
uroderma bilobatum,Uroderma bilobatum,1,hosts/Uroderma_bilobatum/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Uroderma_bilobatum,TRUE,TRUE,completed
ursus americanus,Ursus americanus,1,hosts/Ursus_americanus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Ursus_americanus,TRUE,TRUE,completed
ursus arctos,Ursus arctos,1,hosts/Ursus_arctos/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Ursus_arctos,TRUE,TRUE,completed
ursus maritimus,Ursus maritimus,1,hosts/Ursus_maritimus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Ursus_maritimus,TRUE,TRUE,completed
ursus thibetanus,Ursus thibetanus,1,hosts/Ursus_thibetanus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Ursus_thibetanus,TRUE,TRUE,completed
urva edwardsii,Urva edwardsii,1,hosts/Urva_edwardsii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Urva_edwardsii,TRUE,TRUE,completed
urva urva,Urva urva,1,hosts/Urva_urva/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Urva_urva,TRUE,TRUE,completed
varanus mertensi,Varanus mertensi,1,hosts/Varanus_mertensi/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Varanus_mertensi,TRUE,TRUE,completed
varanus varius,Varanus varius,1,hosts/Varanus_varius/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Varanus_varius,TRUE,TRUE,completed
vespertilio murinus,Vespertilio murinus,1,hosts/Vespertilio_murinus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Vespertilio_murinus,TRUE,TRUE,completed
viverricula indica,Viverricula indica,1,hosts/Viverricula_indica/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Viverricula_indica,TRUE,TRUE,completed
vulpes lagopus,Vulpes lagopus,1,hosts/Vulpes_lagopus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Vulpes_lagopus,TRUE,TRUE,completed
vulpes macrotis,Vulpes macrotis,1,hosts/Vulpes_macrotis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Vulpes_macrotis,TRUE,TRUE,completed
vulpes velox,Vulpes velox,1,hosts/Vulpes_velox/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Vulpes_velox,TRUE,TRUE,completed
vulpes vulpes,Vulpes vulpes,1,hosts/Vulpes_vulpes/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Vulpes_vulpes,TRUE,TRUE,completed
xerus erythropus,Xerus erythropus,1,hosts/Xerus_erythropus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Xerus_erythropus,TRUE,TRUE,completed
xerus inauris,Xerus inauris,1,hosts/Xerus_inauris/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Xerus_inauris,TRUE,TRUE,completed
zalophus californianus,Zalophus californianus,1,hosts/Zalophus_californianus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Zalophus_californianus,TRUE,TRUE,completed
zapus hudsonius,Zapus hudsonius,1,hosts/Zapus_hudsonius/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Zapus_hudsonius,TRUE,TRUE,completed
zoothera dauma,Zoothera dauma,1,hosts/Zoothera_dauma/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Zoothera_dauma,TRUE,TRUE,completed
zygodontomys brevicauda,Zygodontomys brevicauda,1,hosts/Zygodontomys_brevicauda/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Zygodontomys_brevicauda,TRUE,TRUE,completed
