species_name,species_safe,taxonomy_level,value,n_records
Phocoena spinipinnis,Phocoena_spinipinnis,species,Phocoena spinipinnis,64
Phocoenoides dalli,Phocoenoides_dalli,class,Mammalia,169
Phocoenoides dalli,Phocoenoides_dalli,family,Phocoenidae,169
Phocoenoides dalli,Phocoenoides_dalli,genus,Phocoenoides,169
Phocoenoides dalli,Phocoenoides_dalli,kingdom,Animalia,169
Phocoenoides dalli,Phocoenoides_dalli,order,Cetacea,169
Phocoenoides dalli,Phocoenoides_dalli,phylum,Chordata,169
Phocoenoides dalli,Phocoenoides_dalli,species,Phocoenoides dalli,169
Phyllostomus hastatus,Phyllostomus_hastatus,class,Mammalia,1178
Phyllostomus hastatus,Phyllostomus_hastatus,family,Phyllostomidae,1178
Phyllostomus hastatus,Phyllostomus_hastatus,genus,Phyllostomus,1178
Phyllostomus hastatus,Phyllostomus_hastatus,kingdom,Animalia,1178
Phyllostomus hastatus,Phyllostomus_hastatus,order,Chiroptera,1178
Phyllostomus hastatus,Phyllostomus_hastatus,phylum,Chordata,1178
Phyllostomus hastatus,Phyllostomus_hastatus,species,Phyllostomus hastatus,1178
Piliocolobus badius,Piliocolobus_badius,class,Mammalia,342
Piliocolobus badius,Piliocolobus_badius,family,Cercopithecidae,342
Piliocolobus badius,Piliocolobus_badius,genus,Piliocolobus,342
Piliocolobus badius,Piliocolobus_badius,kingdom,Animalia,342
Piliocolobus badius,Piliocolobus_badius,order,Primates,342
Piliocolobus badius,Piliocolobus_badius,phylum,Chordata,342
Piliocolobus badius,Piliocolobus_badius,species,Piliocolobus badius,342
Pithecia pithecia,Pithecia_pithecia,class,Mammalia,452
Pithecia pithecia,Pithecia_pithecia,family,Pitheciidae,452
Pithecia pithecia,Pithecia_pithecia,genus,Pithecia,452
Pithecia pithecia,Pithecia_pithecia,kingdom,Animalia,452
Pithecia pithecia,Pithecia_pithecia,order,Primates,452
Pithecia pithecia,Pithecia_pithecia,phylum,Chordata,452
Pithecia pithecia,Pithecia_pithecia,species,Pithecia pithecia,452
Platyrrhinus helleri,Platyrrhinus_helleri,class,Mammalia,1232
Platyrrhinus helleri,Platyrrhinus_helleri,family,Phyllostomidae,1232
Platyrrhinus helleri,Platyrrhinus_helleri,genus,Platyrrhinus,1232
Platyrrhinus helleri,Platyrrhinus_helleri,kingdom,Animalia,1232
Platyrrhinus helleri,Platyrrhinus_helleri,order,Chiroptera,1232
Platyrrhinus helleri,Platyrrhinus_helleri,phylum,Chordata,1232
Platyrrhinus helleri,Platyrrhinus_helleri,species,Platyrrhinus helleri,1232
Potos flavus,Potos_flavus,class,Mammalia,1881
Potos flavus,Potos_flavus,family,Procyonidae,1881
Potos flavus,Potos_flavus,genus,Potos,1881
Potos flavus,Potos_flavus,kingdom,Animalia,1881
Potos flavus,Potos_flavus,order,Carnivora,1881
Potos flavus,Potos_flavus,phylum,Chordata,1881
Potos flavus,Potos_flavus,species,Potos flavus,1881
Praomys daltoni,Praomys_daltoni,class,Mammalia,457
Praomys daltoni,Praomys_daltoni,family,Muridae,457
Praomys daltoni,Praomys_daltoni,genus,Praomys,457
Praomys daltoni,Praomys_daltoni,kingdom,Animalia,457
Praomys daltoni,Praomys_daltoni,order,Rodentia,457
Praomys daltoni,Praomys_daltoni,phylum,Chordata,457
Praomys daltoni,Praomys_daltoni,species,Praomys daltoni,457
Praomys rostratus,Praomys_rostratus,class,Mammalia,538
Praomys rostratus,Praomys_rostratus,family,Muridae,538
Praomys rostratus,Praomys_rostratus,genus,Praomys,538
Praomys rostratus,Praomys_rostratus,kingdom,Animalia,538
Praomys rostratus,Praomys_rostratus,order,Rodentia,538
Praomys rostratus,Praomys_rostratus,phylum,Chordata,538
Praomys rostratus,Praomys_rostratus,species,Praomys rostratus,538
Propithecus coquereli,Propithecus_coquereli,class,Mammalia,228
Propithecus coquereli,Propithecus_coquereli,family,Indriidae,228
Propithecus coquereli,Propithecus_coquereli,genus,Propithecus,228
Propithecus coquereli,Propithecus_coquereli,kingdom,Animalia,228
Propithecus coquereli,Propithecus_coquereli,order,Primates,228
Propithecus coquereli,Propithecus_coquereli,phylum,Chordata,228
Propithecus coquereli,Propithecus_coquereli,species,Propithecus coquereli,228
Propithecus verreauxi,Propithecus_verreauxi,class,Mammalia,593
Propithecus verreauxi,Propithecus_verreauxi,family,Indriidae,593
Propithecus verreauxi,Propithecus_verreauxi,genus,Propithecus,593
Propithecus verreauxi,Propithecus_verreauxi,kingdom,Animalia,593
Propithecus verreauxi,Propithecus_verreauxi,order,Primates,593
Propithecus verreauxi,Propithecus_verreauxi,phylum,Chordata,593
Propithecus verreauxi,Propithecus_verreauxi,species,Propithecus verreauxi,593
Pteronotus davyi,Pteronotus_davyi,class,Mammalia,1858
Pteronotus davyi,Pteronotus_davyi,family,Mormoopidae,1858
Pteronotus davyi,Pteronotus_davyi,genus,Pteronotus,1858
Pteronotus davyi,Pteronotus_davyi,kingdom,Animalia,1858
Pteronotus davyi,Pteronotus_davyi,order,Chiroptera,1858
Pteronotus davyi,Pteronotus_davyi,phylum,Chordata,1858
Pteronotus davyi,Pteronotus_davyi,species,Pteronotus davyi,1858
Pteronotus parnellii,Pteronotus_parnellii,class,Mammalia,751
Pteronotus parnellii,Pteronotus_parnellii,family,Mormoopidae,751
Pteronotus parnellii,Pteronotus_parnellii,genus,Pteronotus,751
Pteronotus parnellii,Pteronotus_parnellii,kingdom,Animalia,751
Pteronotus parnellii,Pteronotus_parnellii,order,Chiroptera,751
Pteronotus parnellii,Pteronotus_parnellii,phylum,Chordata,751
Pteronotus parnellii,Pteronotus_parnellii,species,Pteronotus parnellii,751
Pteropus admiralitatum,Pteropus_admiralitatum,class,Mammalia,19
Pteropus admiralitatum,Pteropus_admiralitatum,family,Pteropodidae,19
Pteropus admiralitatum,Pteropus_admiralitatum,genus,Pteropus,19
Pteropus admiralitatum,Pteropus_admiralitatum,kingdom,Animalia,19
Pteropus admiralitatum,Pteropus_admiralitatum,order,Chiroptera,19
Pteropus admiralitatum,Pteropus_admiralitatum,phylum,Chordata,19
Pteropus admiralitatum,Pteropus_admiralitatum,species,Pteropus admiralitatum,19
Pteropus capistratus,Pteropus_capistratus,class,Mammalia,2
Pteropus capistratus,Pteropus_capistratus,family,Pteropodidae,2
Pteropus capistratus,Pteropus_capistratus,genus,Pteropus,2
Pteropus capistratus,Pteropus_capistratus,kingdom,Animalia,2
Pteropus capistratus,Pteropus_capistratus,order,Chiroptera,2
Pteropus capistratus,Pteropus_capistratus,phylum,Chordata,2
Pteropus capistratus,Pteropus_capistratus,species,Pteropus capistratus,2
Pteropus conspicillatus,Pteropus_conspicillatus,class,Mammalia,1377
Pteropus conspicillatus,Pteropus_conspicillatus,family,Pteropodidae,1377
Pteropus conspicillatus,Pteropus_conspicillatus,genus,Pteropus,1377
Pteropus conspicillatus,Pteropus_conspicillatus,kingdom,Animalia,1377
Pteropus conspicillatus,Pteropus_conspicillatus,order,Chiroptera,1377
Pteropus conspicillatus,Pteropus_conspicillatus,phylum,Chordata,1377
Pteropus conspicillatus,Pteropus_conspicillatus,species,Pteropus conspicillatus,1377
Pteropus neohibernicus,Pteropus_neohibernicus,class,Mammalia,51
Pteropus neohibernicus,Pteropus_neohibernicus,family,Pteropodidae,51
Pteropus neohibernicus,Pteropus_neohibernicus,genus,Pteropus,51
Pteropus neohibernicus,Pteropus_neohibernicus,kingdom,Animalia,51
Pteropus neohibernicus,Pteropus_neohibernicus,order,Chiroptera,51
Pteropus neohibernicus,Pteropus_neohibernicus,phylum,Chordata,51
Pteropus neohibernicus,Pteropus_neohibernicus,species,Pteropus neohibernicus,51
Pteropus poliocephalus,Pteropus_poliocephalus,class,Mammalia,91308
Pteropus poliocephalus,Pteropus_poliocephalus,family,Pteropodidae,91308
Pteropus poliocephalus,Pteropus_poliocephalus,genus,Pteropus,91308
Pteropus poliocephalus,Pteropus_poliocephalus,kingdom,Animalia,91308
Pteropus poliocephalus,Pteropus_poliocephalus,order,Chiroptera,91308
Pteropus poliocephalus,Pteropus_poliocephalus,phylum,Chordata,91308
Pteropus poliocephalus,Pteropus_poliocephalus,species,Pteropus poliocephalus,91308
Pteropus pumilus,Pteropus_pumilus,class,Mammalia,60
Pteropus pumilus,Pteropus_pumilus,family,Pteropodidae,60
Pteropus pumilus,Pteropus_pumilus,genus,Pteropus,60
Pteropus pumilus,Pteropus_pumilus,kingdom,Animalia,60
Pteropus pumilus,Pteropus_pumilus,order,Chiroptera,60
Pteropus pumilus,Pteropus_pumilus,phylum,Chordata,60
Pteropus pumilus,Pteropus_pumilus,species,Pteropus pumilus,60
Pteropus rufus,Pteropus_rufus,class,Mammalia,118
Pteropus rufus,Pteropus_rufus,family,Pteropodidae,118
Pteropus rufus,Pteropus_rufus,genus,Pteropus,118
Pteropus rufus,Pteropus_rufus,kingdom,Animalia,118
Pteropus rufus,Pteropus_rufus,order,Chiroptera,118
Pteropus rufus,Pteropus_rufus,phylum,Chordata,118
Pteropus rufus,Pteropus_rufus,species,Pteropus rufus,118
Pteropus scapulatus,Pteropus_scapulatus,class,Mammalia,3471
Pteropus scapulatus,Pteropus_scapulatus,family,Pteropodidae,3471
Pteropus scapulatus,Pteropus_scapulatus,genus,Pteropus,3471
Pteropus scapulatus,Pteropus_scapulatus,kingdom,Animalia,3471
Pteropus scapulatus,Pteropus_scapulatus,order,Chiroptera,3471
Pteropus scapulatus,Pteropus_scapulatus,phylum,Chordata,3471
Pteropus scapulatus,Pteropus_scapulatus,species,Pteropus scapulatus,3471
Pusa hispida,Pusa_hispida,class,Mammalia,2394
Pusa hispida,Pusa_hispida,family,Phocidae,2394
Pusa hispida,Pusa_hispida,genus,Pusa,2394
Pusa hispida,Pusa_hispida,kingdom,Animalia,2394
Pusa hispida,Pusa_hispida,order,Carnivora,2394
Pusa hispida,Pusa_hispida,phylum,Chordata,2394
Pusa hispida,Pusa_hispida,species,Pusa hispida,2394
Pusa sibirica,Pusa_sibirica,class,Mammalia,93
Pusa sibirica,Pusa_sibirica,family,Phocidae,93
Pusa sibirica,Pusa_sibirica,genus,Pusa,93
Pusa sibirica,Pusa_sibirica,kingdom,Animalia,93
Pusa sibirica,Pusa_sibirica,order,Carnivora,93
Pusa sibirica,Pusa_sibirica,phylum,Chordata,93
Pusa sibirica,Pusa_sibirica,species,Pusa sibirica,93
Rattus exulans,Rattus_exulans,class,Mammalia,546
Rattus exulans,Rattus_exulans,family,Muridae,546
Rattus exulans,Rattus_exulans,genus,Rattus,546
Rattus exulans,Rattus_exulans,kingdom,Animalia,546
Rattus exulans,Rattus_exulans,order,Rodentia,546
Rattus exulans,Rattus_exulans,phylum,Chordata,546
Rattus exulans,Rattus_exulans,species,Rattus exulans,546
Rattus pyctoris,Rattus_pyctoris,class,Mammalia,10
Rattus pyctoris,Rattus_pyctoris,family,Muridae,10
Rattus pyctoris,Rattus_pyctoris,genus,Rattus,10
Rattus pyctoris,Rattus_pyctoris,kingdom,Animalia,10
Rattus pyctoris,Rattus_pyctoris,order,Rodentia,10
Rattus pyctoris,Rattus_pyctoris,phylum,Chordata,10
Rattus pyctoris,Rattus_pyctoris,species,Rattus pyctoris,10
Redunca arundinum,Redunca_arundinum,class,Mammalia,1249
Redunca arundinum,Redunca_arundinum,family,Bovidae,1249
Redunca arundinum,Redunca_arundinum,genus,Redunca,1249
Redunca arundinum,Redunca_arundinum,kingdom,Animalia,1249
Redunca arundinum,Redunca_arundinum,order,Artiodactyla,1249
Redunca arundinum,Redunca_arundinum,phylum,Chordata,1249
Redunca arundinum,Redunca_arundinum,species,Redunca arundinum,1249
Redunca fulvorufula,Redunca_fulvorufula,class,Mammalia,378
Redunca fulvorufula,Redunca_fulvorufula,family,Bovidae,378
Redunca fulvorufula,Redunca_fulvorufula,genus,Redunca,378
Redunca fulvorufula,Redunca_fulvorufula,kingdom,Animalia,378
Redunca fulvorufula,Redunca_fulvorufula,order,Artiodactyla,378
Redunca fulvorufula,Redunca_fulvorufula,phylum,Chordata,378
Redunca fulvorufula,Redunca_fulvorufula,species,Redunca fulvorufula,378
Rhabdomys pumilio,Rhabdomys_pumilio,class,Mammalia,2029
Rhabdomys pumilio,Rhabdomys_pumilio,family,Muridae,2029
Rhabdomys pumilio,Rhabdomys_pumilio,genus,Rhabdomys,2029
Rhabdomys pumilio,Rhabdomys_pumilio,kingdom,Animalia,2029
Rhabdomys pumilio,Rhabdomys_pumilio,order,Rodentia,2029
Rhabdomys pumilio,Rhabdomys_pumilio,phylum,Chordata,2029
Rhabdomys pumilio,Rhabdomys_pumilio,species,Rhabdomys pumilio,2029
Rhinoceros unicornis,Rhinoceros_unicornis,class,Mammalia,1275
Rhinoceros unicornis,Rhinoceros_unicornis,family,Rhinocerotidae,1275
Rhinoceros unicornis,Rhinoceros_unicornis,genus,Rhinoceros,1275
Rhinoceros unicornis,Rhinoceros_unicornis,kingdom,Animalia,1275
Rhinoceros unicornis,Rhinoceros_unicornis,order,Perissodactyla,1275
Rhinoceros unicornis,Rhinoceros_unicornis,phylum,Chordata,1275
Rhinoceros unicornis,Rhinoceros_unicornis,species,Rhinoceros unicornis,1275
Rucervus duvaucelii,Rucervus_duvaucelii,class,Mammalia,377
Rucervus duvaucelii,Rucervus_duvaucelii,family,Cervidae,377
Rucervus duvaucelii,Rucervus_duvaucelii,genus,Rucervus,377
Rucervus duvaucelii,Rucervus_duvaucelii,kingdom,Animalia,377
Rucervus duvaucelii,Rucervus_duvaucelii,order,Artiodactyla,377
Rucervus duvaucelii,Rucervus_duvaucelii,phylum,Chordata,377
Rucervus duvaucelii,Rucervus_duvaucelii,species,Rucervus duvaucelii,377
Saimiri oerstedii,Saimiri_oerstedii,class,Mammalia,1272
Saimiri oerstedii,Saimiri_oerstedii,family,Cebidae,1272
Saimiri oerstedii,Saimiri_oerstedii,genus,Saimiri,1272
Saimiri oerstedii,Saimiri_oerstedii,kingdom,Animalia,1272
Saimiri oerstedii,Saimiri_oerstedii,order,Primates,1272
Saimiri oerstedii,Saimiri_oerstedii,phylum,Chordata,1272
Saimiri oerstedii,Saimiri_oerstedii,species,Saimiri oerstedii,1272
Sciurus vulgaris,Sciurus_vulgaris,class,Mammalia,828358
Sciurus vulgaris,Sciurus_vulgaris,family,Sciuridae,828358
Sciurus vulgaris,Sciurus_vulgaris,genus,Sciurus,828358
Sciurus vulgaris,Sciurus_vulgaris,kingdom,Animalia,828358
Sciurus vulgaris,Sciurus_vulgaris,order,Rodentia,828358
Sciurus vulgaris,Sciurus_vulgaris,phylum,Chordata,828358
Sciurus vulgaris,Sciurus_vulgaris,species,Sciurus vulgaris,828358
Sekeetamys calurus,Sekeetamys_calurus,class,Mammalia,43
Sekeetamys calurus,Sekeetamys_calurus,family,Muridae,43
Sekeetamys calurus,Sekeetamys_calurus,genus,Sekeetamys,43
Sekeetamys calurus,Sekeetamys_calurus,kingdom,Animalia,43
Sekeetamys calurus,Sekeetamys_calurus,order,Rodentia,43
Sekeetamys calurus,Sekeetamys_calurus,phylum,Chordata,43
Sekeetamys calurus,Sekeetamys_calurus,species,Sekeetamys calurus,43
Spermophilus citellus,Spermophilus_citellus,class,Mammalia,6225
Spermophilus citellus,Spermophilus_citellus,family,Sciuridae,6225
Spermophilus citellus,Spermophilus_citellus,genus,Spermophilus,6225
Spermophilus citellus,Spermophilus_citellus,kingdom,Animalia,6225
Spermophilus citellus,Spermophilus_citellus,order,Rodentia,6225
Spermophilus citellus,Spermophilus_citellus,phylum,Chordata,6225
Spermophilus citellus,Spermophilus_citellus,species,Spermophilus citellus,6225
Stenocranius gregalis,Stenocranius_gregalis,class,Mammalia,225
Stenocranius gregalis,Stenocranius_gregalis,family,Cricetidae,225
Stenocranius gregalis,Stenocranius_gregalis,genus,Microtus,225
Stenocranius gregalis,Stenocranius_gregalis,kingdom,Animalia,225
Stenocranius gregalis,Stenocranius_gregalis,order,Rodentia,225
Stenocranius gregalis,Stenocranius_gregalis,phylum,Chordata,225
Sylvicapra grimmia,Sylvicapra_grimmia,class,Mammalia,7813
Sylvicapra grimmia,Sylvicapra_grimmia,family,Bovidae,7813
Sylvicapra grimmia,Sylvicapra_grimmia,genus,Sylvicapra,7813
Sylvicapra grimmia,Sylvicapra_grimmia,kingdom,Animalia,7813
Sylvicapra grimmia,Sylvicapra_grimmia,order,Artiodactyla,7813
Sylvicapra grimmia,Sylvicapra_grimmia,phylum,Chordata,7813
Sylvicapra grimmia,Sylvicapra_grimmia,species,Sylvicapra grimmia,7813
Talpa romana,Talpa_romana,class,Mammalia,10
Talpa romana,Talpa_romana,family,Talpidae,10
Talpa romana,Talpa_romana,genus,Talpa,10
Talpa romana,Talpa_romana,kingdom,Animalia,10
Talpa romana,Talpa_romana,order,Soricomorpha,10
Talpa romana,Talpa_romana,phylum,Chordata,10
Talpa romana,Talpa_romana,species,Talpa romana,10
Tamandua tetradactyla,Tamandua_tetradactyla,class,Mammalia,2842
Tamandua tetradactyla,Tamandua_tetradactyla,family,Myrmecophagidae,2842
Tamandua tetradactyla,Tamandua_tetradactyla,genus,Tamandua,2842
Tamandua tetradactyla,Tamandua_tetradactyla,kingdom,Animalia,2842
Tamandua tetradactyla,Tamandua_tetradactyla,order,Pilosa,2842
Tamandua tetradactyla,Tamandua_tetradactyla,phylum,Chordata,2842
Tamandua tetradactyla,Tamandua_tetradactyla,species,Tamandua tetradactyla,2842
Tamias amoenus,Tamias_amoenus,class,Mammalia,3998
Tamias amoenus,Tamias_amoenus,family,Sciuridae,3998
Tamias amoenus,Tamias_amoenus,genus,Tamias,3998
Tamias amoenus,Tamias_amoenus,kingdom,Animalia,3998
Tamias amoenus,Tamias_amoenus,order,Rodentia,3998
Tamias amoenus,Tamias_amoenus,phylum,Chordata,3998
Tamias amoenus,Tamias_amoenus,species,Tamias amoenus,3998
Tamias minimus,Tamias_minimus,class,Mammalia,7271
Tamias minimus,Tamias_minimus,family,Sciuridae,7271
Tamias minimus,Tamias_minimus,genus,Tamias,7271
Tamias minimus,Tamias_minimus,kingdom,Animalia,7271
Tamias minimus,Tamias_minimus,order,Rodentia,7271
Tamias minimus,Tamias_minimus,phylum,Chordata,7271
Tamias minimus,Tamias_minimus,species,Tamias minimus,7271
Tamias sibiricus,Tamias_sibiricus,class,Mammalia,16204
Tamias sibiricus,Tamias_sibiricus,family,Sciuridae,16204
Tamias sibiricus,Tamias_sibiricus,genus,Tamias,16204
Tamias sibiricus,Tamias_sibiricus,kingdom,Animalia,16204
Tamias sibiricus,Tamias_sibiricus,order,Rodentia,16204
Tamias sibiricus,Tamias_sibiricus,phylum,Chordata,16204
Tamias sibiricus,Tamias_sibiricus,species,Tamias sibiricus,16204
Tamias striatus,Tamias_striatus,class,Mammalia,70557
Tamias striatus,Tamias_striatus,family,Sciuridae,70557
Tamias striatus,Tamias_striatus,genus,Tamias,70557
Tamias striatus,Tamias_striatus,kingdom,Animalia,70557
Tamias striatus,Tamias_striatus,order,Rodentia,70557
Tamias striatus,Tamias_striatus,phylum,Chordata,70557
Tamias striatus,Tamias_striatus,species,Tamias striatus,70557
Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,class,Mammalia,67822
Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,family,Sciuridae,67822
Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,genus,Tamiasciurus,67822
Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,kingdom,Animalia,67822
Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,order,Rodentia,67822
Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,phylum,Chordata,67822
Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,species,Tamiasciurus hudsonicus,67822
Tatera indica,Tatera_indica,class,Mammalia,87
Tatera indica,Tatera_indica,family,Muridae,87
Tatera indica,Tatera_indica,genus,Tatera,87
Tatera indica,Tatera_indica,kingdom,Animalia,87
Tatera indica,Tatera_indica,order,Rodentia,87
Tatera indica,Tatera_indica,phylum,Chordata,87
Tatera indica,Tatera_indica,species,Tatera indica,87
Taxidea taxus,Taxidea_taxus,class,Mammalia,4099
Taxidea taxus,Taxidea_taxus,family,Mustelidae,4099
Taxidea taxus,Taxidea_taxus,genus,Taxidea,4099
Taxidea taxus,Taxidea_taxus,kingdom,Animalia,4099
Taxidea taxus,Taxidea_taxus,order,Carnivora,4099
Taxidea taxus,Taxidea_taxus,phylum,Chordata,4099
Taxidea taxus,Taxidea_taxus,species,Taxidea taxus,4099
Thallomys nigricauda,Thallomys_nigricauda,class,Mammalia,40
Thallomys nigricauda,Thallomys_nigricauda,family,Muridae,40
Thallomys nigricauda,Thallomys_nigricauda,genus,Thallomys,40
Thallomys nigricauda,Thallomys_nigricauda,kingdom,Animalia,40
Thallomys nigricauda,Thallomys_nigricauda,order,Rodentia,40
Thallomys nigricauda,Thallomys_nigricauda,phylum,Chordata,40
Thallomys nigricauda,Thallomys_nigricauda,species,Thallomys nigricauda,40
Tragelaphus angasii,Tragelaphus_angasii,class,Mammalia,4494
Tragelaphus angasii,Tragelaphus_angasii,family,Bovidae,4494
Tragelaphus angasii,Tragelaphus_angasii,genus,Tragelaphus,4494
Tragelaphus angasii,Tragelaphus_angasii,kingdom,Animalia,4494
Tragelaphus angasii,Tragelaphus_angasii,order,Artiodactyla,4494
Tragelaphus angasii,Tragelaphus_angasii,phylum,Chordata,4494
Tragelaphus angasii,Tragelaphus_angasii,species,Tragelaphus angasii,4494
Tragelaphus oryx,Tragelaphus_oryx,class,Mammalia,5314
Tragelaphus oryx,Tragelaphus_oryx,family,Bovidae,5314
Tragelaphus oryx,Tragelaphus_oryx,genus,Taurotragus,5314
Tragelaphus oryx,Tragelaphus_oryx,kingdom,Animalia,5314
Tragelaphus oryx,Tragelaphus_oryx,order,Artiodactyla,5314
Tragelaphus oryx,Tragelaphus_oryx,phylum,Chordata,5314
Tragelaphus oryx,Tragelaphus_oryx,species,Taurotragus oryx,5314
Tragelaphus strepsiceros,Tragelaphus_strepsiceros,class,Mammalia,11295
Tragelaphus strepsiceros,Tragelaphus_strepsiceros,family,Bovidae,11295
Tragelaphus strepsiceros,Tragelaphus_strepsiceros,genus,Tragelaphus,11295
Tragelaphus strepsiceros,Tragelaphus_strepsiceros,kingdom,Animalia,11295
Tragelaphus strepsiceros,Tragelaphus_strepsiceros,order,Artiodactyla,11295
Tragelaphus strepsiceros,Tragelaphus_strepsiceros,phylum,Chordata,11295
Tragelaphus strepsiceros,Tragelaphus_strepsiceros,species,Tragelaphus strepsiceros,11295
Tursiops truncatus,Tursiops_truncatus,class,Mammalia,23089
Tursiops truncatus,Tursiops_truncatus,family,Delphinidae,23089
Tursiops truncatus,Tursiops_truncatus,genus,Tursiops,23089
Tursiops truncatus,Tursiops_truncatus,kingdom,Animalia,23089
Tursiops truncatus,Tursiops_truncatus,order,Cetacea,23089
Tursiops truncatus,Tursiops_truncatus,phylum,Chordata,23089
Tursiops truncatus,Tursiops_truncatus,species,Tursiops truncatus,23089
Xerus erythropus,Xerus_erythropus,class,Mammalia,1296
Xerus erythropus,Xerus_erythropus,family,Sciuridae,1296
Xerus erythropus,Xerus_erythropus,genus,Xerus,1296
Xerus erythropus,Xerus_erythropus,kingdom,Animalia,1296
Xerus erythropus,Xerus_erythropus,order,Rodentia,1296
Xerus erythropus,Xerus_erythropus,phylum,Chordata,1296
Xerus erythropus,Xerus_erythropus,species,Xerus erythropus,1296
Xerus inauris,Xerus_inauris,class,Mammalia,2583
Xerus inauris,Xerus_inauris,family,Sciuridae,2583
Xerus inauris,Xerus_inauris,genus,Xerus,2583
Xerus inauris,Xerus_inauris,kingdom,Animalia,2583
Xerus inauris,Xerus_inauris,order,Rodentia,2583
Xerus inauris,Xerus_inauris,phylum,Chordata,2583
Xerus inauris,Xerus_inauris,species,Xerus inauris,2583
Zapus hudsonius,Zapus_hudsonius,class,Mammalia,3360
Zapus hudsonius,Zapus_hudsonius,family,Dipodidae,3360
Zapus hudsonius,Zapus_hudsonius,genus,Zapus,3360
Zapus hudsonius,Zapus_hudsonius,kingdom,Animalia,3360
Zapus hudsonius,Zapus_hudsonius,order,Rodentia,3360
Zapus hudsonius,Zapus_hudsonius,phylum,Chordata,3360
Zapus hudsonius,Zapus_hudsonius,species,Zapus hudsonius,3360
